run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.med_dt,metrics.mdt,metrics.std,params.random_max_time_warp_percent,params.max_noise_temperature,params.random_warp_status_times,params.pred_hor,params.max_noise,params.n_aug,params.add_noise,params.model_class,params.add_noise_temperature,params.n_dev,params.by_metric,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.source.name
eaf9a80381e643abb2c985b80882b450,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/eaf9a80381e643abb2c985b80882b450/artifacts,2024-07-14 21:16:12.698000+00:00,2024-07-14 21:21:55.225000+00:00,27.25,43.6450151660281,47.88587210925966,1.0,5,True,1,20,5,True,XGBRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:16:12,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
32ed3d66f6be40548f63f446f379fa2e,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/32ed3d66f6be40548f63f446f379fa2e/artifacts,2024-07-14 21:11:52.623000+00:00,2024-07-14 21:16:12.601000+00:00,24.75,41.743625265253726,46.071687426896005,1.0,5,True,1,20,3,True,XGBRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:11:52,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
cc319eb228fa419db8585d39ad2d0d43,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/cc319eb228fa419db8585d39ad2d0d43/artifacts,2024-07-14 21:09:03.687000+00:00,2024-07-14 21:11:52.529000+00:00,25.75,41.47405020405021,44.47661708393725,1.0,5,True,1,20,1,True,XGBRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:09:03,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
449184e9f3ad4e80b166fa7270031b18,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/449184e9f3ad4e80b166fa7270031b18/artifacts,2024-07-14 20:59:56.437000+00:00,2024-07-14 21:09:03.592000+00:00,22.125,38.078039489320446,43.55329665039248,0.5,0,True,1,10,10,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:59:56,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
7d48d537942a4bdaa88e5575fb42ffc3,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/7d48d537942a4bdaa88e5575fb42ffc3/artifacts,2024-07-14 20:54:31.873000+00:00,2024-07-14 20:59:56.340000+00:00,24.375,39.848531996846205,45.628624529470116,0.5,0,True,1,10,5,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:54:31,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
1d8b1b6395744247a14b0f3ca67562df,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/1d8b1b6395744247a14b0f3ca67562df/artifacts,2024-07-14 20:50:37.575000+00:00,2024-07-14 20:54:31.779000+00:00,25.0,42.19769945909398,45.97587501828476,0.5,0,True,1,10,3,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:50:37,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
f263cadd270f4d249130784fc7568a69,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/f263cadd270f4d249130784fc7568a69/artifacts,2024-07-14 20:48:12.845000+00:00,2024-07-14 20:50:37.484000+00:00,25.25,43.3637134814612,50.058838882414804,0.5,0,True,1,10,1,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:48:12,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
97528836149e476a843e322da5b60fbe,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/97528836149e476a843e322da5b60fbe/artifacts,2024-07-14 20:39:07.558000+00:00,2024-07-14 20:48:12.748000+00:00,20.125,39.08961794515103,45.56784713393266,1.0,0,True,1,20,10,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:39:07,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
a3a79b7a95ea4196ba96787c404d5ac7,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/a3a79b7a95ea4196ba96787c404d5ac7/artifacts,2024-07-14 20:33:46.991000+00:00,2024-07-14 20:39:07.462000+00:00,19.25,38.518405120707754,44.962247260157746,1.0,0,True,1,20,5,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:33:46,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
fbf415f2f0814fdf8d58bcf31d6da5fc,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/fbf415f2f0814fdf8d58bcf31d6da5fc/artifacts,2024-07-14 20:29:55.726000+00:00,2024-07-14 20:33:46.902000+00:00,25.5,42.07093610523843,46.57226896341858,1.0,0,True,1,20,3,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T22:29:55,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
